ticker,disease,stage,date,catalyst
ABBV,Crohn's disease (induction/maintenance),Approved,2023-05-18 00:00:00,"Approved May 18, 2023."
AVRO,Cystinosis,Phase 1/2,2023-05-18 00:00:00,"Phase 1/2 data presented at ASGCT reported sustained engraftment and durable reduction in leukocyte cystine levels across all patients, noted May 18, 2023."
FGEN,Anemia in patients receiving concurrent chemotherapy treatment for non-myeloid malignancie,Phase 3,2023-05-18 00:00:00,"Phase 3 trial met primary endpoint, noted May 18, 2023."
PEPG,Duchenne muscular dystrophy (DMD),Phase 2,2023-05-18 00:00:00,"Phase 2 received a No Objection Letter (NOL) for its Clinical Trial Application (CTA) from Health Canada to initiate the trial on 2H 2023., noted May 18, 2023."
ADPT,Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL),Approved,2023-05-19 00:00:00,"Approved May 19, 2023."
MRNA,Propionic Acidemia,Phase 1/2,2023-05-19 00:00:00,"Phase 1/2 interim data presented at the 2023 ASGCT showed that mRNA-3927 has been generally well-tolerated at the doses administered, with encouraging early signs of dose-dependent pharmacology and potential clinical benefits, noted May 19, 2023."
RCKT,Pyruvate Kinase Deficiency (PKD),Phase 1,2023-05-19 00:00:00,"Phase 1 data reported robust and sustained efficacy in adults and the first pediatric patient infusion of RP-L301 was well tolerated, with engraftment achieved at day +15, noted May 19, 2023."
CADL,Glioma,Phase 1,2023-05-19 00:00:00,"Additional Phase 1 data presented at ASGCT reported a median overall survival rate at 11.8 months after a single injection, noted May 19, 2023."
GMAB,Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL),Approved,2023-05-19 00:00:00,"Approved May 19, 2023."
KRYS,Epidermolysis Bullosa,Approved,2023-05-19 00:00:00,"Approved May 19, 2023."
ABBV,Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL),Approved,2023-05-19 00:00:00,"Approved May 19, 2023."
ORTX,MPS-IIIA,Phase 1/2,2023-05-19 00:00:00,"Initial data shared at ASGCT reported that four out of five patients continued to gain cognitive skills in line with development in healthy children, noted May 20, 2023."
ALPN,Systemic lupus erythematosus (SLE),Phase 1,2023-05-20 00:00:00,"Phase 1 data shared at the International Congress on Systemic Lupus Erythematosus reported that data demonstrated dose-dependent PK/PD. Coverage of free APRIL was maintained for 2–3 and ≥4 weeks with 80 and 240 mg, respectively, corresponding to reductions in serum Ig and antibody-secreting cells on May 20, 2023."
INKT,Acute respiratory distress (ARDS) secondary to COVID-19,Phase 1,2023-05-21 00:00:00,"Phase 1 data update reported a 75% survival rate in patients with severe respiratory distress treated with agenT-797, noted May 21, 2023."
BPMC,Non-advanced systemic mastocytosis (SM),Approved,2023-05-22 00:00:00,"FDA approval on May 22, 2023."
LIFE,Pulmonary sarcoidosis,Phase 1/2,2023-05-22 00:00:00,"Phase 1b/2a data presented at the American Thoracic Society reported that treatment led to an exposure-dependent decrease in the extent of oral corticosteroid usage, increase in lung function as measured by percent predicted forced vital capacity and improvement in clinical symptoms as measured by the King's Sarcoidosis Questionnaire-Lung score, noted May 22, 2023."
CYTK,Hypertrophic cardiomyopathy (HCM),Phase 2,2023-05-22 00:00:00,"Cohort 4 data reported that overall, 58% of patients experienced a clinical reduction in symptom burden: 12.5% had a small improvement (≥ 5-10 points), 20% had a moderate to large improvement (≥ 10-20 points), and 25% had a large to very large improvement, noted May 22, 2023."
HEPA,Non-alcoholic steatohepatitis (NASH),Phase 2,2023-05-22 00:00:00,"Phase 2 topline data met primary and secondary endpoints, including improvement in liver function and multiple NASH biomarkers, noted May 22, 2023."
SGMO,Fabry disease,Phase 1/2,2023-05-22 00:00:00,"FDA fast-track designation granted on May 22, 2023."
BBIO,Canavan Disease,Phase 1/2,2023-05-22 00:00:00,"Phase 1/2 data presented at AGSCT reported percent decreases in NAA from baseline ranged between 70% and 95% in cerebrospinal fluid (CSF), 29% and 88% in urine, and 8% and 75% in brain, noted May 22, 2023."
ABBV,B-cell Lymphoma (DLBCL),Approved,2023-05-22 00:00:00,"Approved May 19, 2023."
GMAB,B-cell Lymphoma (DLBCL),Approved,2023-05-22 00:00:00,"Approved May 19, 2023."
KROS,Pulmonary arterial hypertension (PAH) and disorders associated with bone loss,Phase 2,2023-05-22 00:00:00,"Phase 2 biomarker reported that treatment led to changes in serum proteins involved in structural remodeling pathways and inflammation consistent with that seen in preclinical studies, noted May 22, 2023."
XBIT,Rheumatoid Arthritis,Phase 2,2023-05-22 00:00:00,"Phase 2 initiation authorized by FDA on May 22, 2023."
RAIN,Liposarcoma,Phase 3,2023-05-22 00:00:00,"Phase 3 trial did not meet its primary endpoint, noted May 22, 2023."
GPCR,Healthy Volunteers,Phase 1,2023-05-23 00:00:00,"First-in-human data reported that pharmacokinetic exposure was generally dose proportional with minimal accumulation after once daily dosing with ANPA-0073 across the dose range, noted May 22, 2023."
PTCT,Friedreich ataxia,Phase 3,2023-05-23 00:00:00,"Phase 3 trial did not meet its primary endpoint, noted May 23, 2023."
RGNX,MPS II (Hunter Syndrome),BLA Filing,2023-05-23 00:00:00,"FDA granted Regenerative Medicine Advanced Therapy (RMAT) designation, noted May 23, 2023."
LEXX,Cardiovascular disease (CVD),Phase 1,2023-05-23 00:00:00,"Trial data reported that trial met primary endpoint and five weeks of treatment with the patented DehydraTECH-processed cannabidiol (CBD) capsule formulation, blood-plasma levels of interleukin (IL) 8, 10, and 18 were reduced by ~19%, ~27%, and ~43%, respectively, noted May 23, 2023."
INDV,Opioid Overdose,Approved,2023-05-23 00:00:00,"Approved May 22, 2023."
ICVX,RSV/human Metapneumovirus (hMPV),Phase 1,2023-05-23 00:00:00,"Phase 1 data reported that the proportion of subjects experiencing any systemic AE within seven days was 25-41%, and similar to 35% for placebo, with induced geometric mean titers (GMTs) in RSV-A neutralizing antibody titers (nAbs) of up to approximately 16,100 IU/mL compared to approximately 2,600 IU/mL for placebo at Day 28, noted May 23, 2023."
ARWR,Homozygous Familial Hypercholesterolemia (HoFH),Phase 2,2023-05-23 00:00:00,"Phase 2 interim data from two doses reported mean reductions in LDL-C (Martin-Hopkins) of 48.1% and 44.0%, mean reductions in ApoB of 39.2% and 34.5%, mean reductions in ANGPTL3 of 82.7% and 80.1%, noted May 23, 2023."
ACHV,Smoking cessation of cigarettes,Phase 3,2023-05-23 00:00:00,"Phase 3 topline results reported that subjects that received treatment had 2.85 times higher odds, or likelihood, to have quit smoking during the last 4 weeks of treatment compared to subjects who received placebo (p=0.0008). The smoking cessation rate during weeks 3 through 6 was 14.8% for cytisinicline compared to 6% for placebo, noted May 23, 2023."
OPNT,Opioid Overdose,Approved,2023-05-23 00:00:00,"Approved May 22, 2023."
MRTX,Non-small cell lung cancer (NSCLC),Phase 3,2023-05-24 00:00:00,"Phase 3 final analysis did not met its primary endpoint of overall survival, noted May 24, 2023."
PLRX,Idiopathic Pulmonary Fibrosis (IPF),Phase 2a,2023-05-24 00:00:00,"Phase 2a additional f\data presented at ATS 2023 showed that bexotegrast was well tolerated across all four dose groups with bexotegrast-treated participants experiencing a reduction in forced vital capacity (FVC) decline over 12 weeks versus placebo, on and off background therapy., noted May 24, 2023."
ZLAB,Hospital-acquired bacterial pneumonia and ventilator-associated bacterial pneumonia (HABP/VABP) caused by susceptible isolates of Acinetobacter baumannii-calcoaceticus complex (Acinetobacter),Approved,2023-05-24 00:00:00,"Approved May 24, 2023."
INVA,Hospital-acquired bacterial pneumonia and ventilator-associated bacterial pneumonia (HABP/VABP) caused by susceptible isolates of Acinetobacter baumannii-calcoaceticus complex (Acinetobacter),Approved,2023-05-24 00:00:00,"Approved May 24, 2023."
TPST,Solid Tumors,Phase 1,2023-05-25 00:00:00,"Phase 1 monotherapy and combination data from abstract reported a disease control rate (DCR) by RECIST v1.1 was 44% for patients on monotherapy TPST-1495 and 40.9% for patients on TPST-1495 with pembrolizumab, noted May 25, 2023."
ARAV,Pancreatic Adenocarcinoma,Phase 1b,2023-05-25 00:00:00,"Phase 1b data from ASCO reported that the median overall survival (OS) for patients with trough levels above the minimal batiraxcept efficacious concentration is greater than 15 months, and one patient demonstrated a complete response from 10 months to 20 months and is still on study, noted May 25, 2023."
VNDA,Motion sickness,Phase 3,2023-05-25 00:00:00,"Phase 3 data reported that the 170 mg and 85 mg tradipitant doses were shown to be superior to placebo in preventing vomiting with only 18.3% and 19.5% of participants experiencing vomiting on tradipitant 170 mg and 85 mg respectively, as compared to 44.3% of participants on placebo, noted May 25, 2023."
XLO,Solid Tumors,Phase 1,2023-05-25 00:00:00,"Phase 1 preliminary anti-tumor activity observed in a patient with PD-L1 negative advanced non-small cell lung cancer, favorable preliminary safety profile for XTX101 observed at the recommended Phase 2 dose of 150 mg once every six weeks, noted May 25, 2023."
HCM,Intrahepatic cholangiocarcinoma (IHCC),Phase 2,2023-05-25 00:00:00,"Phase 2 first in human data reported that the best overall response by investigator assessment was confirmed partial response in seven (31.8%) pts and stable disease in an additional 12 pts, noted May 25, 2023."
HCM,Solid Tumors,Phase 2,2023-05-25 00:00:00,"Additional data from ASCO reported that among evaluable radioactive iodine-refractory differentiated thyroid cancer patients, median PFS was 10.9 months and median OS was not reached, and in endometrial cancer patients, the median PFS was 5.4 months and 12-month OS rate was 71.0%, noted May 25, 2023."
THRX,Gastrointestinal stromal tumors (GIST),Phase 1/2,2023-05-25 00:00:00,"Phase 1/2 dose-escalation data demonstrated encouraging safety profile through Cohort 6 (18 mg), supportive of continued dose escalation, noted May 25, 2023."
SYRS,Solid tumors,Phase 1b,2023-05-25 00:00:00,"Phase 1/1b data from ASCO reported that in solid tumors, data demonstrated a 100% disease control rate (DCR) with 10 mg SY-5609 monotherapy, with the PDAC patient experiencing a 10% tumor reduction, noted May 25, 2023."
VSTM,Low-grade serous ovarian cancer (LGSOC),Phase 2,2023-05-25 00:00:00,"Additional Phase 2 data from abstract reported a confirmed objective response rates (ORR) by blinded independent central review of 45%, noted May 25, 2023."
ARAV,Clear Cell Renal Cell Carcinoma (ccRCC),Phase 1/2,2023-05-25 00:00:00,"Updated Phase 1b/2 data from ASCO abstract reported an objective response rate (ORR) of 50% in this population (n=12), compared to 38% (n=13) in patients with no prior VEGF-TKI, noted May 25, 2023."
EFTR,Metastatic breast cancer (mBC),Phase 2a,2023-05-25 00:00:00,"Phase 2a data observed partial responses seen in 26% of patients, is substantially higher than we would expect for treating such heavily pretreated patients with just fulvestrant and abemaciclib, noted May 25, 2023"
GNLX,Platinum-Resistant or Refractory Ovarian Cancer,Phase 2,2023-05-25 00:00:00,"Phase 2 topline data reported that trial met primary endpoint, noted May 25, 2023."
PFE,Oral Protease Inhibitor for COVID-19,Approved,2023-05-25 00:00:00,"FDA approved on May 25, 2023."
APLS,Amyotrophic lateral sclerosis (ALS),Phase 2,2023-05-25 00:00:00,"Phase 2 top-line results did not meet its primary endpoint of the Combined Assessment of Function and Survival (CAFS) rank score at Week 52. The study also did not meet key secondary efficacy endpoints. As a result the study will be discontinued, noted May 25, 2023."
BTAI,Agitation associated with bipolar I or II disorder or schizophrenia,Phase 3,2023-05-25 00:00:00,"Phase 3 part 1 topline data clinically meaningful efficacy results were observed with half (60mcg) of the lowest approved dose of IGALMI. In addition, greater than 50% PEC response rate was achieved, with responder rate dose-proportionally consistent with those observed in SERENITY I and II trials. Although the primary efficacy endpoint was not statistically significant at 2 hours (p=0.077), BXCL501 separated from placebo at 4 hours (p=0.049), noted May 25, 2023."
APLT,Sorbitol Dehydrogenase Deficiency (SORD Deficiency),Phase 2,2023-05-25 00:00:00,"Phase 2 EMA granted Orphan medicinal product designation, noted May 25, 2023."
BPTS,COVID-19,Phase 2/3,2023-05-25 00:00:00,"Phase 2/3 data reported that at 28 days the adjusted difference in the proportion of patients with hospital discharge of 11% showed a trend towards a statistically significant difference in BIO101 group versus placebo in ITT population, noted May 25, 2023."
REGN,Melanoma,Phase 1,2023-05-25 00:00:00,"Additional Phase 1 data from ASCO reported an ORR of 63% (25 of 40 patients), including 6 complete responses (CR) and 19 partial responses (PR) in the initial cohort, with a ORR of 63% in the confirmatory cohort, and 56% in the Prior neo/adjuvant systemic therapy cohort, noted May 25, 2023."
LXRX,Heart failure,Approved,2023-05-26 00:00:00,"Approved May 26, 2023."
CMPS,Treatment Resistant Depression (TRD),Phase 2b,2023-05-26 00:00:00,"Phase 2b more than half of the patients demonstrated remission of depression at 18 months, after a single dose of 25mg investigational COMP360 psilocybin with psychological support, noted May 26, 2023."
RAIN,MDM2-amplified advanced solid tumors,Phase 2,2023-05-30 00:00:00,"Phase 2 enrollment suspended, noted May 30, 2023."
RHHBY,Solid tumors with loss of CDKN2A Gene,Phase 1,2023-05-30 00:00:00,"Phase 1 basket trial to be terminated, noted May 5, 2023."
RAIN,Solid tumors with loss of CDKN2A Gene,Phase 1,2023-05-30 00:00:00,"Phase 1 basket trial to be terminated, noted May 5, 2023."
TVTX,Classical homocystinuria (HCU),Phase 1/2,2023-05-31 00:00:00,"Additional Phase 2 data reported that treatment was well tolerated, with dose-dependent reductions in tHcy as previously observed in the highest BIW dosed cohorts, noted July 6, 2023."
ABBV,Systemic Lupus Erythematosus (SLE),Phase 2,2023-05-31 00:00:00,"Phase 2 data reported that trial met primary endpoint, noted May 31, 2023."
DTIL,Non-Hodgkin Lymphoma (NHL),Phase 1,2023-05-31 00:00:00,"Phase 1 update reported a 71% ORR and 43% CR rate, noted May 31, 2023."
EGRX,Supraventricular tachycardia (SVT) - atrial fibrillation and atrial flutter,CRL,2023-05-31 00:00:00,"CRL received on May 31, 2023."
AMGN,Sjögren’s syndrome,Phase 2,2023-05-31 00:00:00,"Additional Phase 2 data reported that all ESSDAI responder analyses (pre-specified and post-hoc) favored dazodalibep over placebo, with greater numerical differences for the highest levels of response and patients treated with dazodalibep experienced numerically greater improvements in ESSPRI score and fatigue compared to those who received placebo at Day 169, noted May 31, 2023."
CNTB,Ulcerative Colitis (UC),Phase 2b,2023-06-01 00:00:00,"Phase 2b maintenance data reported that 57% (12/21) of patients with clinical response at the end of the induction period achieved clinical remission at the end of the maintenance period, noted June 1, 2023."
AZN,Castration-resistant prostate cancer -first line,Approved,2023-06-01 00:00:00,"FDA Approved on June 1, 2023."
PFE,Respiratory syncytial virus (RSV) vaccine,Approved,2023-06-01 00:00:00,"Approved June 1, 2023."
PFE,Complicated Intra-abdominal Infection and Hosptial Acquired Pneumonia,Phase 3,2023-06-01 00:00:00,"Phase 3 data reported that the cure rate in the intention to treat (ITT) analysis set was 76.4% for the ATM-AVI ± MTZ treatment arm vs 74.0% for the MER ± COL treatment arm, with a treatment difference of 2.4%, noted June 1, 2023."
MRK,Castration-resistant prostate cancer -first line,Approved,2023-06-01 00:00:00,"FDA Approved on June 1, 2023."
ZLAB,Gastric cancer,Phase 1/2,2023-06-01 00:00:00,"Phase 1/2 data reported that the most common treatment-related adverse events (TRAEs) were gastrointestinal disorders, including nausea (11/19, 57.9%), vomiting (6/19, 31.6%), and abdominal pain (3/19, 15.8%), with no Grade ≥ 4 TRAEs were reported, noted June 1, 2023."
DCPH,Gastrointestinal Stromal Tumors (GIST) - second-line,Phase 3,2023-06-01 00:00:00,"Phase 3 data reported that the mPFS (90% CI) by IRR was 6.44 (2.89, 8.31) months and ORR was 21.1%, noted June 1, 2023."
ZLAB,Gastrointestinal Stromal Tumors (GIST) - second-line,Phase 3,2023-06-01 00:00:00,"Phase 3 data reported that the mPFS (90% CI) by IRR was 6.44 (2.89, 8.31) months and ORR was 21.1%, noted June 1, 2023."
ZLAB,Ovarian cancer,Phase 3,2023-06-01 00:00:00,"Phase 3 data reported a complete and partial responses, both confirmed, were observed in 12 (25.5%) and 15 (31.9%) niraparib-treated patients and 3 (11.5%) and 5 (19.2%) placebo-treated patients, respectively, leading to a confirmed ORR of 57.4% with niraparib and 30.8% with placebo, noted June 1, 2023.Phase 3 data reported a complete and partial responses, both confirmed, were observed in 12 (25.5%) and 15 (31.9%) niraparib-treated patients and 3 (11.5%) and 5 (19.2%) placebo-treated patients, respectively, leading to a confirmed ORR of 57.4% with niraparib and 30.8% with placebo, noted June 1, 2023."
DBTX,Cisplatin-induced hearing loss,Phase 1b,2023-06-01 00:00:00,"Phase 1b data reported that ear pain (15/19 subjects, 78.9%) and tinnitus (8/19 subjects, 42.1%) were common and the overall study objectives were met at this interim analysis, noted June 1, 2023."
PFE,Serious Bacterial Infection,Phase 3,2023-06-01 00:00:00,"Phase 3 data reported that 5/12 (41.7%) of the ATM-AVI ± MTZ patients with infections due to confirmed MBL-producing Gram-negative bacteria were cured at TOC versus 0/3 (0%) of those on best available therapy (BAT), noted June 1, 2023."
AUTL,B-Cell Acute Lymphoblastic Leukemia,Phase 2,2023-06-02 00:00:00,"Phase 2 safety and efficacy data presented at ASCO showed that 76% of patients treated achieved a response (CR/CRi), primary endpoint has been met based on previously communicated interim analysis, noted June 2, 2023"
NVS,Adjuvant breast cancer,Phase 3,2023-06-02 00:00:00,"Phase 3 data presented at ASCO significantly reduced the risk of recurrence by 25% across a broad population of patients with early breast cancer; clinically meaningful benefit was consistent across subgroups, noted June 2, 2023."
BNTX,"Cancer, PD-(L)1-resistant non-small cell lung cancer",Phase 1/2,2023-06-02 00:00:00,"Phase 1/2 data reported that the ORR was 29.6% and DCR was 70.4%, including one complete response, 7 partial responses and 11 patients with stable disease, noted June 2, 2023."
MRK,Metastatic malignant pleural mesothelioma,Phase 2/3,2023-06-02 00:00:00,"Phase 2/3 data reported that mOS was 17.3m vs 16.1m for CP-pembro vs CP and mPFS was 7.13m vs 7.16m, noted June 2, 2023."
GERN,Myelodysplastic syndromes,Phase 3,2023-06-02 00:00:00,"Phase 3 data presented at ASCO showed that its primary endpoint of 8-week transfusion independence (TI) continues significantly higher with imetelstat vs. placebo (P<0.001), with median TI duration approaching one year for imetelstat 8-week TI responders, noted June 2, 2023"
PFE,Solid Tumors,Phase 1,2023-06-03 00:00:00,"Phase 1 data at ASCO reported that treatment-emergent adverse events (TEAEs) were observed in 88.5% of pts: 50.7% were Grade ≥ 3 (21.6% related), and 37.2% were serious (8.1% related); 6.1% of pts discontinued treatment due to TEAEs, noted June 3, 2023."
MTEM,Solid tumors,Phase 1,2023-06-03 00:00:00,"Phase 1 interim efficacy and safety data from ASCO reported that all cohorts had reductions in peripheral PD-L1+ MDSCs, monocytes and dendritic cells after MT-6402 without effect on PD-L1- cells with the most depletion at the highest doses, noted June 3, 2023."
INCY,Solid Tumors,Phase 1/2,2023-06-03 00:00:00,"Phase 1/2 data from ASCO reported that the best overall response in part 1 was stable disease, and in part 2 was a confirmed and durable partial response in 1 pt, noted June 3, 2023."
CHRS,Metastatic or recurrent triple-negative breast cancer (TNBC),Phase 3,2023-06-03 00:00:00,"Phase 3 data presented at ASCO reported a statistically significant improvement in PFS by BICR was demonstrated for the toripalimab arm in the PD-L1 positive subgroup, noted June 3, 2023."
SGEN,Non-muscle invasive bladder cancer (NMIBC),Phase 1,2023-06-03 00:00:00,"Phase 1 interim data shared at ASCO reported that of 4 pts receiving 125mg of intravesical EV, 3 achieved CR and continue in response, noted June 3, 2023."
GNPX,Non-small cell lung cancer (NSCLC),Phase 1,2023-06-03 00:00:00,"Phase 1 data shared at ASCO reported that treatment was well tolerated, and there were no dose limiting toxicities, noted June 3, 2023."
SGEN,Solid Tumors,Phase 1,2023-06-03 00:00:00,"Phase 1 data at ASCO reported that treatment-emergent adverse events (TEAEs) were observed in 88.5% of pts: 50.7% were Grade ≥ 3 (21.6% related), and 37.2% were serious (8.1% related); 6.1% of pts discontinued treatment due to TEAEs, noted June 3, 2023."
AFMD,EGFR-expressing solid tumors,Phase 1/2,2023-06-03 00:00:00,"Phase 1/2 interim data presented at ASCO reported that 7 out of 15 heavily pre-treated patients with tumor reductions, including 2 confirmed partial responses and 5 patients exhibiting stable disease, noted June 3, 2023."
ELEV,Solid tumors,Phase 1,2023-06-03 00:00:00,"Phase 1 data presented at ASCO reported a 47.1% ORR in patients with resistant/refractory gastric cancer expressing Claudin 18.2, with a well-tolerated safety profile, noted June 3, 2023."
CHRS,NSCLC neoadjuvant setting,Phase 3,2023-06-03 00:00:00,"Phase 3 Interim event-free survival (EFS) analysis presented at ASCO reported that MPR and pCR rates per BIPR were higher in the toripalimab arm, 48.5% vs 8.4% and 24.8% vs 1.0%, respectively, noted June 3, 2023."
AGEN,"Solid tumors, melanoma",Phase 1,2023-06-03 00:00:00,"Phase 1 data at ASCO reported an overall response rate (ORR) was 11% (n=2); 37% had SD (n=7) resulting in a disease control rate (DCR) (CR, PR or SD) of 47%, noted June 3, 2023."
PGEN,HPV+ solid tumors,Phase 1,2023-06-03 00:00:00,"Phase 1 monotherapy and combination data presented at ASCO reported a 30% ORR in patients with heavily pre-treated HPV-associated cancers, noted June 3, 2023."
GILD,Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia,Phase 1/2,2023-06-05 00:00:00,"Additional Phase 1/2 data presented at ASCO reported that median (95% CI) OS was 14.2 mo (3.2-26.0) for pts with prior blina and NR (18.6-NE) for pts without prior blina; Grade ≥3 TRAEs occurred in 80% and 97% of pts, respectively, noted June 5, 2023."
MRK,Metastatic non-small cell lung cancer (NSCLC),Phase 1b,2023-06-05 00:00:00,"Phase 1b presented at ASCO demonstrated objective response rates of 57% and 50%, respectively, with a disease control rate of 91% across cohorts, noted June 6, 2023"
ZNTL,Ovarian cancer,Phase 1b,2023-06-05 00:00:00,"Phase 1b dose escalation data presented at ASCO reported that confirmed ORR of 50.0% and mPFS of 7.4 months in combination with paclitaxel, and a confirmed ORR of 35.7% and mPFS of 10.4 months in combination with carboplatin, noted June 5, 2023."
CUE,HPV+ head and neck squamous cell carcinoma (HNSCC),Phase 1b,2023-06-05 00:00:00,"Phase 1b additional data presented at ASCO reported that among 12 evaluable RP2D combination patients to date, 5 PRs, and 2 durable SDs have been observed, with 71% (5/7) of patients expressing PD-L1 CPS ≤ 20, noted June 5, 2023."
LPTX,Gastric / Gastroesophageal Junction Cancer,Phase 2,2023-06-05 00:00:00,"Phase 2 data shared at ASCO reported that the median overall survival (OS) was 19.5 months and median progression-free survival (PFS) was 11.3 months, noted June 5, 2023."
STTK,Ovarian Cancer,Phase 1a,2023-06-05 00:00:00,"Phase 1a monotherapy data shared at ASCO reported that the best response was stable disease in 6/27 response evaluable (22%) pts, noted June 5, 2023."
ERAS,Non-small-cell Lung Cancer,Phase 1b,2023-06-05 00:00:00,"Deprioritized as clinical efficacy data do not support continued evaluation, noted June 5, 2023."
CGEN,Platinum resistant ovarian cancer,Phase 1/2,2023-06-05 00:00:00,"Phase 1/2 data presented at ASCO reported an objective response rate (ORR) of 2/9 [22%] pts; 2 pts with SD. Disease control rate [CR + PR + SD] 4/9 [44%], noted June 5, 2023."
BGNE,Hepatocellular carcinoma (HCC),Phase 3,2023-06-05 00:00:00,"Phase 3 additional data presented at ASCO reported that treatment demonstrated numerically longer median overall survival (OS) versus sorafenib in the biomarker subgroups of ALBI grade 1 (19.9 months vs. 16.9 months), PLR ≤141 (19.4 months vs. 14.5 months), and NLR ≤3 (20.9 months vs. 15.2 months, noted June 5, 2023."
ERAS,Colorectal cancer and gastrointestinal (GI) cancer,Phase 1/2,2023-06-05 00:00:00,"Initial Phase 1b/2 data showed a 50% response rate, including two confirmed partial responses (cPR) and one unconfirmed partial response (uPR), and 67% disease control rate in EC-naïve response evaluable patients at the highest dose of ERAS-007 tested (100 mg BID-QW), development deprioritized as clinical efficacy data do not support continued evaluation, noted June 5, 2023"
PFE,Colorectal cancer and gastrointestinal (GI) cancer,Phase 1/2,2023-06-05 00:00:00,"Initial Phase 1b/2 data showed a 50% response rate, including two confirmed partial responses (cPR) and one unconfirmed partial response (uPR), and 67% disease control rate in EC-naïve response evaluable patients at the highest dose of ERAS-007 tested (100 mg BID-QW), development deprioritized as clinical efficacy data do not support continued evaluation, noted June 5, 2023"
MRK,Prophylaxis of cytomegalovirus (CMV) disease in adult kidney transplant recipients at high risk (D+/R-),Approved,2023-06-05 00:00:00,"Approved on June 5, 2023."
CWBR,Cancer vaccine for merkel cell carcinoma (MCC),Phase 1b,2023-06-05 00:00:00,"Phase 1b data presented at ASCO demonstrated to have a promising safety profile at all 3 dose schedules tested 71% of patients achieved durable systemic anti-tumor responses following IFx-Hu2.0 therapy and rechallenge with an IFx-Hu2.0 demonstrated to have a promising safety profile at all 3 dose schedules tested, noted June 5, 202"
LEGN,Multiple Myeloma,Phase 3,2023-06-05 00:00:00,"Phase 3 results shared at ASCO demonstrated a statistically significant improvement in progression-free survival, with a hazard ratio of 0.26, noted June 5, 2023"
JNJ,Multiple Myeloma,Phase 3,2023-06-05 00:00:00,"Phase 3 results shared at ASCO demonstrated a statistically significant improvement in progression-free survival, with a hazard ratio of 0.26, noted June 5, 2023"
PGEN,Ovarian cancer,Phase 1,2023-06-05 00:00:00,"Phase 1 data presented at ASCO demonstrated expansion and persistence when delivered via either intraperitoneal or intravenous infusion without lymphodepletion or via intravenous infusion after lymphodepletion demonstrating the effectiveness of mbIL15, noted June 5, 2023."
GILD,Refractory Large B-cell Lymphoma,Phase 1,2023-06-05 00:00:00,"Phase 1 data presented at ASCO showed that Yescarta is the first treatment in nearly 30 years to demonstrate a significant improvement in survival in this patient population. The treatment resulted in a 27.4% Reduction in Risk of Death, Corresponding to a 38% Relative Improvement in OS, Despite 57% of Patients Subsequently Receiving Cell Therapy Off Protocol, noted June 5, 2023"
AZN,HER2-overexpressing/amplified (HER2+) metastatic colorectal cancer (mCRC),Phase 2,2023-06-05 00:00:00,"Phase 2 primary results to be presented at ASCO demonstrated positive antitumour activity and consistent safety in patients with previously treated HER2-positive metastatic colorectal cancer, noted June 5, 2023."
ERAS,Solid Tumors,Phase 1b,2023-06-05 00:00:00,"Deprioritized as dose escalation safety data do not support continued evaluation of regimen tested, noted June 5, 2023."
ONCY,HR+ / HER2- breast cancer,Phase 2,2023-06-05 00:00:00,"Phase 2 data readout at ASCO reported that nine pts (33%) discontinued pelareorep and 6 (35%) discontinued avelumab due to toxicity, noted June 5, 2023."
AADI,Soft Tissue Sarcoma,Phase 1,2023-06-05 00:00:00,"Phase 1 data at ASCO reported that 3 of the 18 evaluable patients having achieved a partial response, and 13 achieving stable disease, noted June 5, 2023."
BGNE,Gastric / Gastroesophageal Junction Cancer,Phase 2,2023-06-05 00:00:00,"Phase 2 data shared at ASCO reported that the median overall survival (OS) was 19.5 months and median progression-free survival (PFS) was 11.3 months, noted June 5, 2023."
AZN,Metastatic non-small cell lung cancer (NSCLC),Phase 1b,2023-06-05 00:00:00,"Phase 1b presented at ASCO demonstrated objective response rates of 57% and 50%, respectively, with a disease control rate of 91% across cohorts, noted June 6, 2023"
LGND,ER+/HER2- Breast Cancer,Phase 2,2023-06-05 00:00:00,"Phase 2 data presented at ASCO reported that PFS was 56.0 wks (~13 mos), CBR was 65.5%, and ORR was 55.6%, noted June 5, 2023."
SMMT,Non-small cell lung cancer (NSCLC),Phase 2,2023-06-05 00:00:00,"Phase 2 data reported a median progression-free survival (PFS) of 11.0 months and an overall response rate (ORR) of 67%, noted June 5, 2023."
ZYME,HER2-amplified biliary tract cancers,Phase 2,2023-06-05 00:00:00,"Phase 2 pivotal trial recruitment completed, noted April 28, 2022. Phase 2 full data presented at ASCO reported a confirmed objective response rate (cORR) of 41.3%, median duration of response (DOR) of 12.9 months, and median progression-free survival (PFS) of 5.5 months, noted June 5, 2023."
INAB,Glioblastoma,Phase 2,2023-06-05 00:00:00,"Data presented at ASCO 2023 showed that 100% of treated patients to date have exceeded historical median progression-free survival, with two patients that received three doses remaining progression-free at 23.5 and 19.4 months, respectively noted on June 5, 2023."
