ticker,disease,stage,date,catalyst,label
ARWR,Alpha-1 Liver Disease,Phase 2,6/24/23,"Phase 2 data presented at EASL showed that at week 48, patients receiving 25, 100, or 200 mg fazirsiran achieved serum Z-AAT reductions of 74%, 89%, and 94%, respectively, versus an increase of 9% observed in patients receiving placebo, noted June 24, 2023.",5
AGIO,Sickle cell disease,Phase 2,6/26/23,"Phase 2 portion met its primary endpoint of hemoglobin response for patients in both the 50 mg and 100 mg twice daily (BID) mitapivat arms, noted June 26, 2023",4
PHVS,Hereditary angioedema,Phase 1,6/26/23,"Phase 1 clinical hold lifted by FDA on June 26, 2023.",4
FGEN,Idiopathic pulmonary fibrosis,Phase 3,6/26/23,"Phase 3 study did not meet primary endpoints, noted June 26, 2023.",5
FGEN,Idiopathic pulmonary fibrosis (IPF),Phase 3,6/26/23,"Phase 3 after ZEPHYRUS-1 results, company decided to discontinue this study, noted June 26, 2023.",3
BNTC,Oculopharyngeal muscular dystrophy (OPMD),Phase 1/2,6/26/23,"Phase 1b/2a IND clearance on June 26, 2023.",4
AVTX,Non-Eosinophilic Asthma (NEA),Phase 2,6/26/23,"Phase 2 did not meet the primary endpoint measured by reduction in asthma related events compared to placebo, noted June 26, 2023.",5
FUSN,Solid tumors,Phase 1,6/26/23,"Phase 1 pre-administration data reported a favorable gain in tumor lesion uptake versus normal tissue, noted June 14, 2022.",5
CLVS,Ovarian Cancer - First-line maintenance treatment,PDUFA,6/26/23,Company went bankrupt in 2022 not information disclosed about the PDUFA.,4
ACET,Non-Hodgkin’s lymphoma,Phase 1,6/26/23,"Phase 1 safety and efficacy data demonstrated 71% overall response rate (ORR) and 63% complete response (CR) rate across all dose levels in patients with median 4 prior lines of therapy, a Six-month CR rate consistent with autologous CAR T cell therapy, noted June 26, 2023.",5
LLY,Obesity,Phase 2,6/26/23,"Phase 2 24-week data met the primary endpoint for the efficacy estimand in participants living with obesity or overweight without diabetes, demonstrating a mean weight reduction up to 17.5%. In a secondary endpoint, retatrutide showed a mean weight reduction up to 24.2% at 48 weeks, noted June 26, 2023.",5
TERN,Obesity,Phase 1a,6/26/23,"Preclinical data demonstrated the ability of TERN-601 to significantly improve glucose tolerance, suppress food intake and slow gastric emptying in transgenic mice, noted June 26, 2023",5
EWTX,Becker muscular dystrophy (BMD),Phase 1b,6/26/23,"Phase 1b 12-month study supported the hypothesis that a reduction in contraction-induced muscle damage in muscular dystrophies, associated with administration, has the potential to preserve and improve muscle function while preventing disease progression in dystrophinopathies, noted June 26, 2023.",5
FUSN,Solid tumors,Phase 1,6/26/23,"Phase 1 multi-dose safety and imaging data presented at SNMMI with Cold/Hot dosing regimen demonstrated potential to improve therapeutic index and safety profile, noted June 26, 2023.",5
ALDX,Chronic Cough,Phase 2,6/27/23,"Phase 2 trial demonstrated statistically significant reduction in cough frequency following administration of ADX‑629 relative to placebo, noted June 27, 2023.",5
DRMA,Acne,Phase 2b,6/27/23,"EoP2b FDA established key elements of the DMT310 Phase 3 clinical program and delineated a potential regulatory pathway for approval of DMT310, noted June 27, 2023.",5
NKTX,Acute myeloid leukemia / myelodysplastic syndromes,Phase 1,6/27/23,"Additional Phase 1 data demonstrated that 4 of 6 patients achieved complete response (67% CR/CRi, 50% CR rate), and 2 CRs with MRD negativity 1 patient deepened response to MRD negative CRi with additional cycles, notedJune 27, 2023.",5
ETON,Methanol poisoning,CRL,6/28/23,"CRL Announced on June 28, 2023.",4
PFE,Children - growth hormone deficiency,Approved,6/28/23,"FDA Approved on June 28, 2023.",5
OPK,Children - growth hormone deficiency,Approved,6/28/23,"FDA Approved on June 28, 2023.",5
GMAB,Follicular lymphoma (FL),Phase 1/2,6/28/23,"Phase 1/2 FL cohort data reported an overall response rate (ORR) of 82% and that the median duration of response (DOR) was not reached, noted June 28, 2023.",5
ABBV,Follicular lymphoma (FL),Phase 1/2,6/28/23,"Phase 1/2 FL cohort data reported an overall response rate (ORR) of 82% and that the median duration of response (DOR) was not reached, noted June 28, 2023.",5
KPTI,Myelofibrosis (MF) - previously treated,Phase 3,6/28/23,"Phase 3 dosing commenced, noted June 28, 2023.",4
ALPMY,Severe vasomotor symptoms (VMS) due to menopause,Phase 3,6/28/23,"Phase 3b data reported that the trial met its primary endpoint, noted June 28, 2023.",4
AVXL,Rett syndrome,Phase 2,6/28/23,"Phase 2 long-term clinical study results demonstrated disease modifying effect of ANAVEX2-73 (blarcamesine) for adult patients with Rett syndrome, noted June 28, 2023.",5
RETA,Friedreich’s ataxia (FA),Approved,6/28/23,"PAS approved June 28, 2023.",5
CGTX,Mild-to-Moderate Alzheimer's Disease,Phase 2,6/28/23,"Phase 2 study met its primary endpoints for safety and tolerability and showed positive effects for CT1812-treated participants as measured via quantitative electroencephalogram (qEEG), noted June 28, 2023.",5
ALVO,Inflammatory diseases,CRL,6/28/23,"Third CRL issued June 28, 2023. Resubmission planned.",4
TEVA,Inflammatory diseases,CRL,6/28/23,"Third CRL issued June 28, 2023. Resubmission planned.",4
SLS,Malignant pleural mesothelioma (MPM),Phase 1,6/28/23,"Phase 1 topline data reported that the median overall survival for patients who entered the study as Stage IV patients was 62.3 weeks, noted June 28, 2023.",4
CLRB,Various lymphoma,Phase 2,6/28/23,"Phase 2 data from MM cohort reported an overall response rate (ORR) of 32%, a clinical benefit rate (CBR) of 75% and a disease control rate (DCR) of 85.7%, noted June 28, 2023.",4
BIIB,Friedreich’s ataxia (FA),Approved,6/28/23,"PAS approved June 28, 2023.",5
PTCT,Huntington's disease,Phase 2,6/28/23,"Phase 2 trial initiated March 30, 2022. Phase 2 trial data reported that treatment was well tolerated, with no treatment related serious adverse events and no adverse events leading to discontinuation, noted June 28, 2023.",5
EIGR,Chronic hepatitis delta virus (HDV),Phase 3,6/29/23,"Phase 3 data presented at EASL showed that at week 48 the trial met its primary endpoint in both lonafarnib arms vs placebo, also 24-week post-treatment data demonstrated that both lonafarnib arms showed a statistically significant difference in composite response rate compared to placebo, noted June 24, 2023.",5
PTCT,Mitochondrial Epilepsy,Phase 2/3,6/29/23,"Phase 2/3 data reported that trial did not meet the primary endpoint, noted June 29, 2023.",5
BMRN,Hemophilia A,Approved,6/29/23,"Approved June 29, 2023.",5
BHC,Dry Eye Disease Associated With Meibomian Gland Dysfunction,Approved,6/29/23,"Approved on May 18, 2023.",5
FBIO,Gout,Phase 1,6/29/23,"Phase 1 study dosing commenced, noted May 31, 2022. Phase 1 data show edcomparable pharmacokinetic, pharmacodynamic and safety profile between U.S. and Japanese healthy subjects, noted Jue 29, 2023. Phase 1b clinical trial in gout patients in the U.S. and expect to begin pivotal clinical trials in 2024.",5
RNXT,Locally advanced pancreatic cancer (LAPC),Phase 3,6/29/23,"Phase 3 interim data presented at ESMO GI demonstrated an eight-month median PFS benefit, 15 versus 7 months, in delaying the progression of cancer for patients receiving treatment with RenovoGem versus standard-of-care, noted June 29, 2023.",5
MNOV,Alcohol Use Disorder (AUD),Phase 2b,6/29/23,"Phase 2b data reported that treatment was not superior to placebo, noted June 29, 2023.",5
ALDX,Retinitis Pigmentosa,Phase 2,6/29/23,"Phase 2 top-line results presented on a webcast demonstrated statistically significant improvement in retinal function across a number of different physiological and psychophysical assessments, June 29, 2023.",5
BTAI,Agitation associated with Alzheimer’s Disease,Phase 3,6/29/23,"Phase 3 topline data reported that only 60mcg dose met primary endpoint, with a 7.5 point reduction versus 5.4 point reduction in the placebo group, noted June 29, 2023.",5
PSTV,Glioma,Phase 1/2,6/29/23,"Phase 1/2 data presented at the Society of Nuclear Medicine & Molecular Imaging's (SNMMI) Annual Meeting demonstrated efficacy signals in a prognostically unfavorable patient population. The median overall survival (OS) in all 21 patients was 11 months or a 38% increase in OS versus a median OS of approximately 8 months for standard of care in rGBM. Median OS in patients receiving >100 Gy of absorbed radiation dose was 76 weeks versus 22 weeks for those receiving <100 Gy (p=0.0002), noted June 29, 2023.",5
CANF,Psoriasis,Phase 3,6/29/23,"Phase 3 top-line data reported that trial met primary endpoint, noted June 29, 2022. Additionally in their Phase 3 the FDA encouraged the Company to enroll adolescent patients due to the strong safety profile of the drug demonstrated over the development history and prior clinical studies, noted June 29, 2023",5
BLCO,Dry Eye Disease Associated With Meibomian Gland Dysfunction,Approved,6/29/23,"Approved on May 18, 2023.",5
CYT,"Hematologic malignancies, solid tumors, triple negative breast cancer",Phase 1,6/30/23,"Phase 1 development discontinued due to dissolution, noted June 30, 2023.",3
SRRK,Spinal muscular atrophy (SMA),Phase 2,6/30/23,"Phase 2 36-month extension data presented at the Cure SMA Conference showed that continued treatment with apitegromab over the extended treatment period was associated with substantial and sustained improvement in motor function, noted June 30, 2023.",5
IPSEY,Primary biliary cholangitis (PBC),Phase 3,6/30/23,"Phase 3 data reported that trial met primary endpoint, noted June 30, 2023.",4
GNFT,Primary biliary cholangitis (PBC),Phase 3,6/30/23,"Phase 3 data reported that trial met primary endpoint, noted June 30, 2023.",4
KRYS,Cystic Fibrosis,Phase 1,7/3/23,"Phase 1 dosing commenced, noted July 3, 2023",4
AMRX,Parkinson's disease,CRL,7/3/23,"CRL issued by the FDA on July 3, 2023.",4
CCCC,Non-Small Cell Lung Cancer (NSCLC),Phase 1a,7/5/23,"IND Cleared by FDA, July 5, 2023.",4
PTGX,Plaque psoriasis,Phase 2b,7/5/23,"Phase 2b trial met all primary and secondary efficacy endpoints, noted July 5, 2023.",4
JNJ,Plaque psoriasis,Phase 2b,7/5/23,"Phase 2b trial met all primary and secondary efficacy endpoints, noted July 5, 2023.",4
MRNA,Respiratory syncytial virus (RSV) vaccine,BLA Filing,7/5/23,"BLA rolling submission, noted July 5, 2023.",4
ALLR,Metastatic breast cancer (mBC),Phase 2,7/5/23,"Phase 2 intial data showed potential for improved clinical benefit in DRP-selected metastatic breast cancer patients, noted July 5, 2023.",5
BIIB,Mild cognitive impairment (MCI) due to Alzheimer's disease (AD),Approved,7/6/23,"Traditional approval received July 6, 2023.",5
BDRX,Diffuse Midline Glioma (DMG),Phase 1,7/6/23,"Phase 1 trial reported a median overall survival (OS) of 26.1 month, noted July 6, 2023.",4
VXRT,Norovirus vaccine,Phase 2,7/6/23,"Phase 2 topline data reported a similar increase in serum antibody responses with no statistical difference between the medium and high dose arms, and the candidate was well tolerated, noted July 6, 2023.",5
CLDX,Eosinophilic esophagitis (EoE),Phase 2,7/6/23,"Phase 2 dosing initiated, noted July 6, 2023.",4
CRIS,Acute Myeloid Leukemia / Myelodysplastic Syndromes (MDS),Phase 1/2,7/6/23,"FDA removed partial hold, noted July 6, 2023",4
KZIA,Brain Metastases,Phase 1,7/6/23,"FDA awarded Fast Track Designation, noted July 6, 20223.",4
GNLX,Malignant pleural effusion (MPE) due to non-small cell lung cancer (NSCLC) or breast cancer.,Phase 1,7/10/23,"Phase 1 expansion data showed a median overall survival (OS) was 19.5 months. The median OS among patients who had malignant pleural mesothelioma (MPM) was 22 months.. There were no dose-limiting toxicities or dose de-escalations, and the maximally tolerated dose was not reached. Therefore, a recommended dose was not established, noted July 10, 2023.",5
TNGX,Solid Tumors,Phase 1/2,7/10/23,"Phase 1/2 dosing initiated, noted July 10, 2023.",4
MDWD,Basal Cell Carcinoma (BCC),Phase 1/2,7/10/23,"Phase 1/2 data reported that treatment was safe and well-tolerated with eleven out of fifteen patients achieved complete clearance of their BCCs, noted July 10, 2023.",5
EXAI,Advanced Solid Tumors,Phase 1/2,7/10/23,"Phase 1/2 first patient enrolled, noted July 10, 2023.",4
VRDN,Active Thyroid Eye Disease (TED),Phase 1/2,7/10/23,"Phase 1/2 preliminary data demonstrated clinically meaningful and rapid improvement in signs and symptoms of chronic TED at week 6 after receiving two infusions of VRDN-001 10 mg/kg or 3 mg/kg, noted July 10, 2023.",5
BDRX,Children with Newly Diagnosed Diffuse Midline Gliomas (DMGs),Phase 1,7/10/23,"Phase 1 enrollment completed, noted July 10, 2023.",4
GOVX,Head and neck squamous cell carcinoma (HNSCC),Phase 1/2,7/10/23,"Phase 1/2 study data presented at AHNS resulted on impairment of tumor growth (i.e., ""stable disease"" using RECIST 1.1 evaluation criteria) in targeted lesions was seen in 5 of 7 patients; tumor response assessment in one patient remains under study, noted July 10, 2023.",5
IBRX,Acute myeloid leukemia (AML),Phase 1,7/10/23,"Phase 1 results presented at the AHNS indicated the potential for a new treatment approach for the disease in advanced cases that currently have extremely poor prognoses, noted July 10, 2023.",5
IOVA,anti-PD-1 therapy for advanced (unresectable or metastatic) Non-small Cell Lung Cancer (NSCLC),Phase 2,7/10/23,"Phase 2 preliminary data in the trial showed that the median duration of response wasn't reached. Treatrdent-emergent adverse events were consistent with the underlying disease and known adverse event profiles of non-myeloablative lymphodepletion and interleukin-2, noted July 10, 2023.",5
TNXP,Pediatric obesity related binge eating disorder,Phase 2,7/10/23,"Phase 2 trial initiated, noted July 10, 2022.",4
FBIO,Papulopustular Rosacea,Phase 3,7/11/23,"Phase 3 topline data achieved the co-primary and all secondary endpoints and subjects completed the 16-week treatment with no significant safety issues, noted July 11, 2023.",5
ADCT,High-Risk Relapsed/Refractory Follicular Lymphoma,Phase 2,7/11/23,"Phase 2 trial enrollment voluntarily paused after recent review of aggregate data of the 40 patients enrolled in the trial and consultation with the Data Monitoring Committee (DMC) which signaled potentially excessive respiratory-related events, noted July 11, 2023.",3
DERM,Papulopustular Rosacea,Phase 3,7/11/23,"Phase 3 topline data achieved the co-primary and all secondary endpoints and subjects completed the 16-week treatment with no significant safety issues, noted July 11, 2023.",5
SYBX,Phenylketonuria (PKU),Phase 1,7/11/23,"FDA Granted Fast Track Designation on July 11, 2023.",4
CLDX,Chronic spontaneous urticaria (CSU),Phase 2,7/11/23,"Phase 2 data ahead of schedule, enrollment completed, noted July 11, 2023.",4
DERM,Papulopustular rosacea,Phase 3,7/11/23,Phase 3 topline data achieved the co-primary and all secondary endpoints and subjects completed the 16-week treatment with no significant safety issues. NDA filing due in 2H 2023.,5
PULM,Acute migraine,Phase 1,7/11/23,"IND submitted to FDA to initiate Phase 2 trial, noted July 11, 2023.",4
CGTX,Geographic Atrophy Secondary to Dry Age-related Macular Degeneration (AMD),Phase 1,7/11/23,"Phase 2 trial dosing initiated, noted July 11, 2023.",4
ADIL,Alcohol use disorder,Phase 3,7/11/23,"FDA reviewed the safety data from the ONWARD trial and did not express any concerns with the data, noted July 11, 2023.",4
CRBU,B-Cell Non-Hodgkin Lymphoma,Phase 1,7/13/23,"Phase 1 update reported a 94% overall response rate (ORR), 69% complete response (CR) rate, and 44% CR rate at ≥6 months following a single dose of CB-010, with 24 months as the longer CR maintained to date, noted July 13, 2023.",4
FWBI,Exocrine pancreatic insufficiency (EPI) associated with cystic fibrosis (CF) and chronic pancreatitis (CP),Phase 2,7/13/23,"Phase 2 topline Initial data from the study indicated the enhanced adrulipase formulation was safe and well tolerated and demonstrated an improvement over prior formulations of adrulipase. However, the preliminary data also indicate that it is likely the primary efficacy endpoint was not achieved, noted July13,. 2023.",5
CALT,Squamous Cell Carcinoma of the Head and Neck (SCCHN),Phase 2,7/13/23,"Phase 2 biomarker data reported that 7 out of the 16 evaluable patients were progression-free with either stable disease or partial response, out of which 6 were in the setanaxib arm and 1 was in the placebo arm, noted July 13, 2023.",5
ZLAB,Gastric and gastro-esophageal junction cancer,Phase 3,7/14/23,"Trial in China initiated, noted July 14, 2023.",4
AMGN,Gastric and gastro-esophageal junction cancer,Phase 3,7/14/23,"Trial in China initiated, noted July 14, 2023.",4
GILD,Covid-19,Approved,7/14/23,"Approved July 14, 2023.",5
HALO,Chronic inflammatory demyelinating polyneuropathy (CIDP),Phase 2,7/17/23,"Phase 2 trial met primary endpoints, noted July 17, 2023.",4
HALO,Chronic inflammatory demyelinating polyneuropathy (CIDP),Phase 2,7/17/23,"Phase 2 trial met primary endpoints, noted July 17, 2023.",4
ARGX,Chronic inflammatory demyelinating polyneuropathy,Phase 2,7/17/23,Phase 2 top-line data met primary endpoint; VYVGART Hytrulo demonstrated 61% reduction in risk of relapse versus placebo,5
ARGX,Chronic inflammatory demyelinating polyneuropathy (CIDP),Phase 2,7/17/23,"Phase 2 trial met primary endpoints, noted July 17, 2023.",4
ZLAB,Chronic inflammatory demyelinating polyneuropathy (CIDP),Phase 2,7/17/23,"Phase 2 trial met primary endpoints, noted July 17, 2023.",4
VIRI,Long COVID-19,Phase 2,7/17/23,"Phase 2 data reported clinically and statistically significant improvements in fatigue, pain, and symptoms of autonomic dysfunction, noted July 17, 2023.",5
BPTH,Solid tumors,Phase 1,7/17/23,"Phase 1/1b first cohort completed, noted July 17, 2023",4
VAXX,Parkinson's disease,Phase 1,7/17/23,"Additional Phase 1 data reported that antibodies derived from UB-312, slowed the seeding of alpha-synuclein (aSyn) in cerebrospinal fluid (CSF) of patients with PD as demonstrated using multiple target engagement assays, noted July 17, 2023.",5
PRTA,Alzheimer’s disease,Phase 1,7/17/23,"Phase 1 SAD data presented at AAIC met key pharmacokinetic (PK) and immunogenicity secondary endpoints, noted July 17, 2023",5
LLY,Alzheimer’s disease,Phase 3,7/17/23,"Phase 3 data presented at AAIC reported a 60% slowing of decline compared to placebo with nearly half of participants at earlier stage of disease on donanemab had no clinical progression at 1 year, noted July 17, 2023.",5
AZN,Respiratory syncytial virus,Approved,7/17/23,"FDA Approved on July 17, 2023.",5
KPTI,Myelofibrosis - naïve,Phase 2,7/17/23,"FDA Granted Fast Track Designation on July 17, 2023.",4
CORT,Nonalcoholic steatohepatitis (NASH),Phase 1b,7/17/23,"Phase 1b data demonstrated that miricorilant effectively reduced liver fat, improved liver health and key metabolic and lipid measures and is well-tolerate, noted July 17, 2023.",5
IMMX,Solid tumors,Phase 1/2,7/17/23,"Phase 1b/2a additional data noted that tumor shrinkage was observed in 3 out of 4 (75%) patients; 1 out of 4 (25%) experienced tumor control as of the July 7, 2023 clinical data cutoff date. All patients had stage IV relapsed/refractory metastatic colorectal cancer and received 8 median lines of therapy prior to IMX-110 + tislelizumab, noted July 17, 2023.",5
BLRX,Pancreatic ductal adenocarcinoma (PDAC),Phase 2,7/17/23,"Phase 2b trial initiated, noted July 17, 2023.",4
JANX,Metastatic castration-resistant prostate cancer (mCPRC),Phase 1,7/17/23,"Phase 1 interim clinical data showed tumor-activated T cell engagement in patients with prostate cancer representing the first-in-human data for the TRACTr platform and providing confidence for continuing clinical development of JANX007 and advancing future programs from the platform, noted July 17, 2023.",5
ACIU,Neurodegenerative diseases (NDD),Phase 1,7/18/23,"Updated biomarker data reported that ACI-15916shows significantly improved specific binding to pathological a-syn aggregates in brain sections from different a-synucleinopathy cases, noted July 18, 2023.",5
LGND,Acute myeloid leukemia (AML) and myelodysplastic syndromes (MDS),Phase 1b,7/18/23,"Phase 1b expansion trial data reported that one patient remained on study with sustained complete response for 8 cycles, noted July 18, 2023.",4
APVO,Acute myeloid leukemia (AML) and myelodysplastic syndromes (MDS),Phase 1b,7/18/23,"Phase 1b expansion trial data reported that one patient remained on study with sustained complete response for 8 cycles, noted July 18, 2023.",4
MRK,Cervical cancer,Phase 3,7/19/23,"Phase 3 data reported that trial met the PFS primary endpoint, noted July 19, 2023.",4
SNPX,Multiple sclerosis (MS),Phase 1,7/19/23,"IND submitted to FDA, noted July 19, 2023",4
PFE,Streptococcus Vaccine,Phase 2,7/19/23,"Phase 2 results showed that the investigational vaccine, GBS6, was generally well-tolerated and generated robust maternal antibody responses that were efficiently transferred to infants, noted July 19, 2023.",5
NBTX,Non-small cell lung cancer (NSCLC),Phase 1/2,7/19/23,"Phase 1/2 dosing initiated, noted July 19, 2023.",4
HRMY,Excessive daytime sleepiness associated with Prader-Willi Syndrome (PWS),Phase 2,7/20/23,"EoP2 meeting completed, noted July 20, 2023",5
VIR,Influenza,Phase 2,7/20/23,"Phase 2 trial did not meet its primary endpoint, noted July 20, 2023.",5
MDNA,Recurrent Glioblastoma (GBM),Phase 2b,7/20/23,"Phase 2b trial published in the journal Neuro-Oncology, and when compared to a well-matched external control, bizaxofusp more than doubled the median survival in end-stage rGBM patients, noted July 20, 2023. Phase 3 trial planned.",4
FIXX,Phenylketonuria (PKU),Phase 1,7/21/23,"Phase 1 initial data reported that participant 2 has experienced a meaningful plasma Phe reduction of 49% at 17, and participant 1 had a reduction in plasma phenylalanine (Phe) levels to below the ACMG PKU treatment guideline threshold of <360 μmol/L, noted July 27, 2023.",5
GILD,Higher risk-Myelodysplastic Syndrome (MDS),Phase 3,7/21/23,"Phase 3 ENHANCE study been discontinued due to futility based on a planned analysis, noted July 21, 2023.",3
VRCA,Molluscum contagiosum,Approved,7/21/23,"Approved July 21, 2023.",5
PHVS,Hereditary angioedema - on demand,Phase 2,7/21/23,"Phase 2 data reported that trial met primary and all key secondary endpoints, noted July 21, 2023.",4
EBS,Anthrax Vaccine,Approved,7/21/23,"Approved July 21, 2023.",5
SNDX,Chronic Graft versus host disease (cGvHD),Phase 2,7/24/23,"Phase 2 trial results met its primary endpoint across all cohorts with an overall response rate (ORR) of 74% at a dose of 0.3 mg/kg administered every two weeks, noted July 24, 2023.",4
INCY,Chronic Graft versus host disease (cGvHD),Phase 2,7/24/23,"Phase 2 trial results met its primary endpoint across all cohorts with an overall response rate (ORR) of 74% at a dose of 0.3 mg/kg administered every two weeks, noted July 24, 2023.",4
KOD,Diabetic macular edema (DME),Phase 3,7/24/23,"Phase 3 trial did not meet the primary endpoint, noted July 24, 2023.",5
TNGX,Solid Tumors,Phase 1,7/24/23,"IND cleared by FDA, noted April 3, 2023. Phase 1/2 dosing initiated, noted July 24, 2023.",4
LCTX,Non-small cell lung cancer (NSCLC),Phase 1,7/24/23,"Phase 1 data reported that five of eight patients treated (62.5%) had a best response of immune-related stable disease, and three (37.5%) demonstrated immune-related progressive disease, noted July 24, 2023.",5
DYAI,COVID-19 booster vaccine,Phase 1,7/24/23,"Phase 1 safety data reporter no Serious Adverse Events or Adverse Events of Special Interest have been reported to date, noted July 24, 2023",4
BMEA,Acute myeloid leukemia (AML) / acute lymphocytic leukemia (ALL) / Diffuse large B-cell lymphoma (DLBCL) / Multiple myeloma (MM),Phase 1,7/24/23,"Phase 1 clinical update of AML cohort revealed 2 complete responses (CRs) out of 5 relapsed/refractory AML patients carrying menin-dependent mutations treated at Dose Level 4, noted July 24, 2023.",5
PXMD,Human African Trypanosomiasis (HAT),Phase 2b,7/24/23,"Phase 2b trial met its primary endpoint, noted July 24, 2023.",4
LRMR,Friedreich’s ataxia (FA),Phase 2,7/25/23,"FDA Phase 2 clearance for dose exploration trial and OLE trial, Initiation of open-label extension trial with 25 mg daily dosing expected in 1Q 2024, noted July 25, 2023. Phase 2 50mg cohort topline data expected 1H 2024. Phase 2 interim data expected 4Q 2024.",4
TARS,Demodex Blepharitis,Approved,7/25/23,"FDA approved on July 25, 2023.",5
LIAN,Demodex Blepharitis,Approved,7/25/23,"FDA approved on July 25, 2023.",5
STOK,Dravet Syndrome,Phase 1/2,7/25/23,"Phase 1/2 data presented showed that patients treated with 2 or 3 initial doses experienced substantial and sustained reductions in convulsive seizure frequency; Median reductions at 3 months after last dose of 80% and 89% at 6 months after last dose, compared to baseline, noted July 25, 2023.",5
GOSS,Pulmonary arterial hypertension (PAH),Phase 2,7/25/23,"Phase 2 OLE data reported that 9 of 11 patients continued to improve, with a mean improvement of 9 PVR dual responders of 39%, and 3 patients reached a PVR below 200 dyne*s/cm5n, noted July 25, 2023.",5
STOK,Dravet Syndrome,Phase 1/2,7/25/23,"Phase 1/2a new data suggest clinical benefit for patients 2 to 18 years of age treated with multiple doses of STK-001. The observed reductions in convulsive seizure frequency as well as substantial improvements in cognition and behavior support the potential for disease modification in a highly refractory patient population, noted July 25, 2024",5
STOK,Dravet syndrome,Phase 1/2,7/25/23,"Phase 1/2a OLE OLE data of STK-001 (30mg, 45mg) showed a Sustained reductions in convulsive seizure frequency and improvements in cognition and behavior, noted July 25, 2023.",5
KPTI,Endometrial cancer,Phase 3,7/25/23,"Phase 3 updated exploratory subgroup analysis reported a median PFS of 27.4 months compared to 5.2 months for patients with TP53 wild-type endometrial cancer receiving placebo, noted July 25, 2023.",4
STOK,Dravet syndrome,Phase 1/2,7/25/23,"Additional Phase 1/2s safety data showed that it has been generally well-tolerated among 74 patients treated with single and multiple doses of 10mg to 70mg, noted July 25, 2023.",5
ATHE,Multiple System Atrophy (MSA),Phase 2,7/26/23,"Phase 2 trial recommended by DMC on July 26, 2023.",4
LPCN,Liver cirrhosis,Phase 2,7/27/23,"Phase 2 trial met its primary endpoint, noted July 27, 2023.",4
LLY,Obesity or overweight with weight-related comorbidities,Phase 3,7/27/23,"Phase 3 trial met both co-primary endpoints, noted July 27, 2023.",4
LLY,Obesity or overweight with weight-related comorbidities,Phase 3,7/27/23,"Phase 3 trial met primary endpoint, noted July 27, 2023.",4
MRK,Pneumococcal conjugate vaccine,Phase 3,7/27/23,"Phase 3 trial met primary endpoint, noted July 27, 2023.",4
LGND,Pneumococcal conjugate vaccine,Phase 3,7/27/23,"Phase 3 trial met primary endpoint, noted July 27, 2023.",4
LGND,Pneumococcal Conjugate Vaccine,Phase 3,7/27/23,"Phase 3 trial met primary endpoints, noted July 27, 2023.",4
EYPT,Wet age-related macular degeneration (AMD),Phase 2,7/27/23,"Phase 2 trial continued to demonstrate that EYP-1901 is well tolerated with no reported drug-related ocular or systemic SAEs, noted July 27, 2023.",5
MRSN,"Ovarian Cancer, Non Small Cell Lung Cancer",Phase 1/2,7/27/23,"Phase 1/2 trial did not meet its primary endpoint, noted July 27, 2023.",5
MRK,Pneumococcal Conjugate Vaccine,Phase 3,7/27/23,"Phase 3 trial met primary endpoints, noted July 27, 2023.",4
URGN,Low grade non-muscle invasive bladder cancer (LG-NMIBC),Phase 3,7/27/23,"Phase 3 trial met primary endpoint with 79.2% rate of complete response at 3-months following the initial treatment, noted July 27, 2023.",5
URGN,Non-Muscle-Invasive Bladder Cancer,Phase 3,7/27/23,"Phase 3 trial met primary endpoint, noted July 27, 2023.",4
DTIL,Relapsed or refractory (R/R) non-Hodgkin lymphoma (NHL),Phase 1/2,7/27/23,"Phase 1/2 Type B End of Phase 1 meeting with the FDA provided clarity and direction to advance to Phase 2, noted July 27, 2023.",5
BHVN,Spinocerebellar Ataxia (SCA),Phase 3,7/27/23,"The FDA informed Biohaven that it would not review the recently submitted NDA application for troriluzole given that the study's primary endpoint was not met and thus, would not permit a substantive review. The communication from the FDA indicated that the Company may request a Type A meeting within 30 days, noted July 27, 2023.",5
PFE,Spinocerebellar Ataxia (SCA),Phase 3,7/27/23,"The FDA informed Biohaven that it would not review the recently submitted NDA application for troriluzole given that the study's primary endpoint was not met and thus, would not permit a substantive review. The communication from the FDA indicated that the Company may request a Type A meeting within 30 days, noted July 27, 2023.",5
MRK,Non-muscle invasive bladder cancer (NMIBC),Phase 1,7/28/23,"Phase 1 dosing initiated, noted July 28, 2023.",4
IOBT,Non-muscle invasive bladder cancer (NMIBC),Phase 1,7/28/23,"Phase 1 dosing initiated, noted July 28, 2023.",4
ABEO,Recessive dystrophic epidermolysis bullosa (RDEB),BLA Filing,7/28/23,"BLA filing package completed, noted July 28, 2023. FDA pre-BLA meeting in August 2023, and expected BLA submission on 3Q, 2023.",5
FDMT,Wet age-related macular degeneration (AMD),Phase 1/2,7/29/23,"Phase 1/2 additional dose response data demonstrated in favor of highest tested dose of 3E10 vg/eye, including 100% reduction in supplemental anti-VEGF injections (4 of 4 evaluable patients injection-free) and a clinically meaningful reduction in central subfield thickness (CST) at 36 weeks in patient population with high anti-VEGF need, noted July 29, 2023.",5
CTXR,CTCL non-Hodgkin lymphoma,CRL,7/29/23,"CRL received on July 29, 2023.",4
ANNX,Geographic atrophy,Phase 2,7/30/23,"Phase 2 results presented at ASRS demonstrated dose and time-dependent protection of visual function in GA across multiple measures, noted July 30, 2023.",5
